path,evidence_level,purpose,original_sha256,transformation,source_record_name
corrections/vesta_review.md,REDACTED_PROJECTION_OF_RETAINED_RECORD,VE10 correction and VE06/VE07 NC explanation,57da3049a71eb1fb9cc08e94be5c1222089c31f4b124acb72e4908aba7fa5e32,Personal/infrastructure locators removed; scientific values retained,VESTA_POST_EXECUTION_BINDING_AND_CLASSIFIER_REVIEW_001.md
corrections/numeric_recovery.md,REDACTED_PROJECTION_OF_RETAINED_RECORD,Primary/secondary evidence tiers,b0dcea2be5b5ebbdffabafd2f99234dc80464344652a8b1db74dc37b93d0529a,Personal/infrastructure locators removed; scientific values retained,POST_COMPLETION_INFRASTRUCTURE_RECOVERY_FINAL_AUDIT.md
deployment_binding_summary/numeric_selection.json,REDACTED_PROJECTION_OF_RETAINED_RECORD,"Exact numeric roots, inputs and formulas",8a9a21c4ca9338a6d3b6c904edad48d95dca62b557da79fa6fe164aa013319af,Personal/infrastructure locators removed; scientific values retained,ROOT_PATH_SELECTION_MANIFEST.json
deployment_binding_summary/stateful_selection.json,REDACTED_PROJECTION_OF_RETAINED_RECORD,Selected identities; historical pre-execution status retained,39233585934f6a7b789cdda0a5f13d8ade35d1c1a0dc24ef84f14e3faf505e92,Personal/infrastructure locators removed; scientific values retained,G4_FORMAL_SELECTION_FREEZE.json
source_binding_summary/fathom_correspondence.md,REDACTED_PROJECTION_OF_RETAINED_RECORD,Deployment-era executable match; metadata difference,dff583f886faa49a01c1d036eedfce0373d961e331e570f00d0c0f8a7f9d9017,Personal/infrastructure locators removed; scientific values retained,G3_FATHOM_SOURCE_CORRESPONDENCE.md
source_binding_summary/fathom_correspondence.json,REDACTED_PROJECTION_OF_RETAINED_RECORD,Compiler and runtime digests,effbf7583fccb160e17bf5adffe37ab390abd88298fc0d576996f1ea1be53907,Personal/infrastructure locators removed; scientific values retained,G3_FATHOM_SOURCE_CORRESPONDENCE.json
source_binding_summary/fathom_dependency.json,REDACTED_PROJECTION_OF_RETAINED_RECORD,Source dependency executable and config,aba48118240faafe17097b279560b77844a343d527d67dfb2a9ea3b2471893c4,Personal/infrastructure locators removed; scientific values retained,G3_FATHOM_SOURCE_ORACLE_BINDING.json
source_binding_summary/public_lineage_scope.md,REDACTED_PROJECTION_OF_RETAINED_RECORD,Public-provenance scope; no unpublished ancestry assertion,d0abe3d866430c538ed8bd41a9765e9db6077d98faeba048e8db1425a96b5a2b,Personal/infrastructure locators removed; scientific values retained,G3_PAIRWISE_LINEAGE_AUDIT_V1.md
protocol_and_reference_summary/condition_matrix.csv,REDACTED_PROJECTION_OF_RETAINED_RECORD,Prospectively fixed design; no relabeling,11098ba912898ed817820b5a0abd117a68d470c3ba1a7d62dba6c53acae23e24,Personal/infrastructure locators removed; scientific values retained,G4_CONDITION_MATRIX_V1.csv
protocol_and_reference_summary/pair_definitions.csv,REDACTED_PROJECTION_OF_RETAINED_RECORD,Prospectively fixed design; no relabeling,2f67c704e86fa1edd85458d433a3e266b23293a11f45ff3169140c146df35f05,Personal/infrastructure locators removed; scientific values retained,G4_PAIRWISE_COMPARISON_LOCK_V1.csv
protocol_and_reference_summary/reference.json,REDACTED_PROJECTION_OF_RETAINED_RECORD,Prospectively fixed design; no relabeling,3ca5f02b1db50003f3a442f88992e363f0ba1c5b1c6817f2037a75cdcca7e270,Personal/infrastructure locators removed; scientific values retained,G4_REFERENCE_LOCK_V1.json
protocol_and_reference_summary/observation_contract.json,REDACTED_PROJECTION_OF_RETAINED_RECORD,Prospectively fixed design; no relabeling,6bb734fef4187d6ef629d5416c5cfbc697f95019f7ec46d84443dd0c01efb516,Personal/infrastructure locators removed; scientific values retained,G4_INTERVENTION_OBSERVATION_PROTOCOL_V1.json
protocol_and_reference_summary/legal_history_graph.csv,REDACTED_PROJECTION_OF_RETAINED_RECORD,Prospectively fixed design; no relabeling,6f11bb48c34a3c4a29cf2b94ea33230a2b238f783ac4ac4ed7e431ff7975b245,Personal/infrastructure locators removed; scientific values retained,G4_STATE_GRAPH_V1.csv
protocol_and_reference_summary/metric_definition.json,REDACTED_PROJECTION_OF_RETAINED_RECORD,Prospectively fixed design; no relabeling,1e998ba712d9321efeecbe9d13495abd897efc97586157e75b891ed141c700b5,Personal/infrastructure locators removed; scientific values retained,G4_METRIC_LOCK_V1.json
protocol_and_reference_summary/earlier_policy_protocol.json,REDACTED_PROJECTION_OF_RETAINED_RECORD,Original 28-scenario protocol,2ab451a712b382fffb663f166c529086812a680e84e0d45c58f3e66fbac869ff,Personal/infrastructure locators removed; scientific values retained,FORMAL_POLICY_DIFFERENTIAL_PROTOCOL_V1.json
protocol_and_reference_summary/earlier_policy_reference.json,REDACTED_PROJECTION_OF_RETAINED_RECORD,Original reference retains Vesta variant error,539fe8059bc48fbb8ff0f5eaf82cc8798667fc538f4fa2b13826b8749f883884,Personal/infrastructure locators removed; scientific values retained,FORMAL_POLICY_REFERENCE_LOCK.json
protocol_and_reference_summary/earlier_policy_matrix.json,REDACTED_PROJECTION_OF_RETAINED_RECORD,Original 28-item matrix,028db5f14ff2d684f67fb0b50efd9f7d7101c4dc472d2e72d25011847df95a32,Personal/infrastructure locators removed; scientific values retained,FORMAL_28_EXECUTION_MATRIX.json
coverage_summary.json,REDACTED_PROJECTION_OF_RETAINED_RECORD,Condition coverage,86ff81278dc680f83aa957225ad50c1b92f9a1023ca335a33cd237023b855ea7,Personal/infrastructure locators removed; scientific values retained,G6_EXECUTION_SUMMARY.json
